"FPCA_score_1","spline_1","spline_2"
4842.182,0.570365188403433,-0.0580834802417758
4843.182,0.570362713695243,-0.0580159605559138
4844.182,0.570360228240737,-0.0579484281395916
4845.182,0.570357732041165,-0.0578808829942879
4846.182,0.570355225097774,-0.0578133251214816
4847.182,0.570352707411812,-0.0577457545226512
4848.182,0.570350178984528,-0.0576781711992758
4849.182,0.570347639817171,-0.057610575152834
4850.182,0.570345089910987,-0.0575429663848044
4851.182,0.570342529267227,-0.057475344896666
4852.182,0.570339957887137,-0.0574077106898975
4853.182,0.570337375771967,-0.0573400637659777
4854.182,0.570334782922964,-0.0572724041263852
4855.182,0.570332179341377,-0.057204731772599
4856.182,0.570329565028454,-0.0571370467060977
4857.182,0.570326939985444,-0.0570693489283601
4858.182,0.570324304213595,-0.0570016384408651
4859.182,0.570321657714154,-0.0569339152450913
4860.182,0.57031900048837,-0.0568661793425174
4861.182,0.570316332537493,-0.0567984307346224
4862.182,0.570313653862769,-0.0567306694228849
4863.182,0.570310964465447,-0.0566628954087837
4864.182,0.570308264346776,-0.0565951086937976
4865.182,0.570305553508003,-0.0565273092794054
4866.182,0.570302831950378,-0.0564594971670857
4867.182,0.570300099675148,-0.0563916723583174
4868.182,0.570297356683561,-0.0563238348545793
4869.182,0.570294602976866,-0.0562559846573499
4870.182,0.570291838556312,-0.0561881217681083
4871.182,0.570289063423146,-0.0561202461883331
4872.182,0.570286277578616,-0.0560523579195031
4873.182,0.570283481023972,-0.0559844569630971
4874.182,0.570280673760461,-0.0559165433205938
4875.182,0.570277855789332,-0.055848616993472
4876.182,0.570275027111832,-0.0557806779832104
4877.182,0.570272187729211,-0.0557127262912879
4878.182,0.570269337642716,-0.0556447619191831
4879.182,0.570266476853596,-0.0555767848683748
4880.182,0.570263605363099,-0.055508795140342
4881.182,0.570260723172473,-0.0554407927365631
4882.182,0.570257830282967,-0.0553727776585171
4883.182,0.570254926695829,-0.0553047499076828
4884.182,0.570252012412306,-0.0552367094855387
4885.182,0.570249087433649,-0.055168656393564
4886.182,0.570246151761104,-0.0551005906332369
4887.182,0.57024320539592,-0.0550325122060366
4888.182,0.570240248339346,-0.0549644211134418
4889.182,0.570237280592629,-0.054896317356931
4890.182,0.570234302157019,-0.0548282009379834
4891.182,0.570231313033762,-0.0547600718580775
4892.182,0.570228313224108,-0.054691930118692
4893.182,0.570225302729304,-0.0546237757213057
4894.182,0.5702222815506,-0.0545556086673975
4895.182,0.570219249689243,-0.0544874289584462
4896.182,0.570216207146482,-0.0544192365959302
4897.182,0.570213153923565,-0.0543510315813287
4898.182,0.57021009002174,-0.0542828139161203
4899.182,0.570207015442255,-0.0542145836017837
4900.182,0.570203930186359,-0.0541463406397977
4901.182,0.5702008342553,-0.054078085031641
4902.182,0.570197727650327,-0.0540098167787926
4903.182,0.570194610372687,-0.053941535882731
4904.182,0.570191482423629,-0.0538732423449351
4905.182,0.570188343804402,-0.0538049361668837
4906.182,0.570185194516253,-0.0537366173500554
4907.182,0.570182034560431,-0.0536682858959291
4908.182,0.570178863938184,-0.0535999418059835
4909.182,0.57017568265076,-0.0535315850816976
4910.182,0.570172490699408,-0.0534632157245497
4911.182,0.570169288085376,-0.053394833736019
4912.182,0.570166074809912,-0.053326439117584
4913.182,0.570162850874265,-0.0532580318707236
4914.182,0.570159616279682,-0.0531896119969165
4915.182,0.570156371027413,-0.0531211794976415
4916.182,0.570153115118705,-0.0530527343743774
4917.182,0.570149848554806,-0.0529842766286028
4918.182,0.570146571336966,-0.0529158062617967
4919.182,0.570143283466432,-0.0528473232754377
4920.182,0.570139984944453,-0.0527788276710046
4921.182,0.570136675772276,-0.0527103194499762
4922.182,0.57013335595115,-0.0526417986138312
4923.182,0.570130025482324,-0.0525732651640485
4924.182,0.570126684367045,-0.0525047191021067
4925.182,0.570123332606563,-0.0524361604294847
4926.182,0.570119970202125,-0.0523675891476612
4927.182,0.570116597154979,-0.0522990052581149
4928.182,0.570113213466374,-0.0522304087623246
4929.182,0.570109819137558,-0.0521617996617692
4930.182,0.57010641416978,-0.0520931779579274
4931.182,0.570102998564288,-0.0520245436522778
4932.182,0.570099572322329,-0.0519558967462993
4933.182,0.570096135445153,-0.0518872372414708
4934.182,0.570092687934007,-0.0518185651392708
4935.182,0.57008922979014,-0.0517498804411782
4936.182,0.570085761014801,-0.0516811831486717
4937.182,0.570082281609236,-0.0516124732632303
4938.182,0.570078791574696,-0.0515437507863324
4939.182,0.570075290912427,-0.0514750157194571
4940.182,0.570071779623679,-0.0514062680640829
4941.182,0.570068257709699,-0.0513375078216887
4942.182,0.570064725171737,-0.0512687349937532
4943.182,0.570061182011039,-0.0511999495817553
4944.182,0.570057628228855,-0.0511311515871736
4945.182,0.570054063826432,-0.0510623410114871
4946.182,0.57005048880502,-0.0509935178561743
4947.182,0.570046903165866,-0.050924682122714
4948.182,0.570043306910218,-0.0508558338125851
4949.182,0.570039700039326,-0.0507869729272662
4950.182,0.570036082554436,-0.0507180994682363
4951.182,0.570032454456798,-0.050649213436974
4952.182,0.57002881574766,-0.0505803148349581
4953.182,0.57002516642827,-0.0505114036636673
4954.182,0.570021506499876,-0.0504424799245804
4955.182,0.570017835963727,-0.0503735436191763
4956.182,0.57001415482107,-0.0503045947489335
4957.182,0.570010463073155,-0.050235633315331
4958.182,0.570006760721229,-0.0501666593198476
4959.182,0.570003047766541,-0.0500976727639618
4960.182,0.569999324210339,-0.0500286736491526
4961.182,0.569995590053872,-0.0499596619768986
4962.182,0.569991845298387,-0.0498906377486787
4963.182,0.569988089945133,-0.0498216009659716
4964.182,0.569984323995358,-0.049752551630256
4965.182,0.569980547450311,-0.0496834897430109
4966.182,0.569976760311239,-0.0496144153057147
4967.182,0.569972962579391,-0.0495453283198465
4968.182,0.569969154256016,-0.0494762287868849
4969.182,0.569965335342362,-0.0494071167083087
4970.182,0.569961505839676,-0.0493379920855967
4971.182,0.569957665749208,-0.0492688549202276
4972.182,0.569953815072205,-0.0491997052136801
4973.182,0.569949953809916,-0.0491305429674332
4974.182,0.569946081963588,-0.0490613681829655
4975.182,0.569942199534472,-0.0489921808617557
4976.182,0.569938306523814,-0.0489229810052828
4977.182,0.569934402932863,-0.0488537686150253
4978.182,0.569930488762867,-0.0487845436924621
4979.182,0.569926564015074,-0.048715306239072
4980.182,0.569922628690734,-0.0486460562563337
4981.182,0.569918682791093,-0.0485767937457259
4982.182,0.569914726317401,-0.0485075187087276
4983.182,0.569910759270906,-0.0484382311468172
4984.182,0.569906781652855,-0.0483689310614739
4985.182,0.569902793464498,-0.0482996184541761
4986.182,0.569898794707082,-0.0482302933264027
4987.182,0.569894785381856,-0.0481609556796325
4988.182,0.569890765490068,-0.0480916055153442
4989.182,0.569886735032967,-0.0480222428350167
4990.182,0.5698826940118,-0.0479528676401286
4991.182,0.569878642427816,-0.0478834799321587
4992.182,0.569874580282264,-0.0478140797125857
4993.182,0.569870507576391,-0.0477446669828886
4994.182,0.569866424311446,-0.0476752417445461
4995.182,0.569862330488677,-0.0476058039990368
4996.182,0.569858226109332,-0.0475363537478395
4997.182,0.56985411117466,-0.0474668909924331
4998.182,0.569849985685909,-0.0473974157342962
4999.182,0.569845849644327,-0.0473279279749077
5000.182,0.569841703051163,-0.0472584277157463
5001.182,0.569837545907665,-0.0471889149582908
5002.182,0.56983337821508,-0.0471193897040199
5003.182,0.569829199974658,-0.0470498519544125
5004.182,0.569825011187647,-0.0469803017109472
5005.182,0.569820811855295,-0.0469107389751029
5006.182,0.56981660197885,-0.0468411637483582
5007.182,0.569812381559561,-0.046771576032192
5008.182,0.569808150598675,-0.0467019758280831
5009.182,0.569803909097442,-0.0466323631375102
5010.182,0.569799657057109,-0.046562737961952
5011.182,0.569795394478925,-0.0464931003028873
5012.182,0.569791121364138,-0.0464234501617949
5013.182,0.569786837713996,-0.0463537875401538
5014.182,0.569782543529748,-0.0462841124394422
5015.182,0.569778238812641,-0.0462144248611394
5016.182,0.569773923563925,-0.0461447248067238
5017.182,0.569769597784847,-0.0460750122776744
5018.182,0.569765261476656,-0.0460052872754699
5019.182,0.5697609146406,-0.045935549801589
5020.182,0.569756557277927,-0.0458657998575105
5021.182,0.569752189389886,-0.0457960374447133
5022.182,0.569747810977724,-0.0457262625646759
5023.182,0.569743422042691,-0.0456564752188773
5024.182,0.569739022586034,-0.0455866754087962
5025.182,0.569734612609002,-0.0455168631359112
5026.182,0.569730192112843,-0.0454470384017013
5027.182,0.569725761098806,-0.0453772012076452
5028.182,0.569721319568138,-0.0453073515552217
5029.182,0.569716867522087,-0.0452374894459093
5030.182,0.569712404961903,-0.045167614881187
5031.182,0.569707931888834,-0.0450977278625336
5032.182,0.569703448304127,-0.0450278283914278
5033.182,0.569698954209031,-0.0449579164693484
5034.182,0.569694449604795,-0.044887992097774
5035.182,0.569689934492666,-0.0448180552781835
5036.182,0.569685408873893,-0.0447481060120558
5037.182,0.569680872749724,-0.0446781443008695
5038.182,0.569676326121408,-0.0446081701461032
